Brand,Processor,Operating_System,Storage,RAM,Touch_Screen,Price
HP,Core i5,Windows 11 Home,512,8,0,49990
HP,Core i5,Windows 11 Home,1000,16,0,66999
GIGABYTE,Core i5,Windows 11 Home,512,16,0,72990
Lenovo,Core i3,Windows 11 Home,256,8,0,34490
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,54990
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,77990
ASUS,Core i3,Windows 11 Home,512,8,0,37990
ASUS,Core i9,Windows 11 Home,1000,16,1,199990
MSI,Core i5,Windows 11 Home,4000,16,0,48990
Lenovo,Ryzen 7 Octa Core,Windows 11 Home,1000,16,0,109990
HP,Core i5,Windows 11 Home,512,16,0,66990
HP,Core i5,Windows 11 Home,512,8,0,53990
Lenovo,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,66388
Acer,Core i5,Windows 11 Home,512,8,0,58500
HP,Core i3,Windows 11 Home,512,8,0,38990
HP,Core i3,Windows 11 Home,512,8,0,37990
realme,Core i5,Windows 11 Home,512,16,0,56999
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,1,78890
Lenovo,Core i5,Windows 10 Home,1000,16,0,58890
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,46150
HP,Core i5,Windows 11 Home,512,8,0,46990
HP,Core i5,Windows 11 Home,512,16,0,53990
ASUS,Core i5,Windows 11 Home,512,16,0,64990
ASUS,Core i5,Windows 11 Home,512,8,0,49990
HP,Core i5,Windows 11 Home,1000,16,0,66999
HP,Core i5,Windows 11 Home,512,8,0,49990
ASUS,Core i9,Windows 11 Home,1000,32,0,179990
MSI,Core i7,Windows 11 Home,512,16,0,64990
ASUS,Core i5,Windows 11 Home,1000,16,0,144990
Acer,Core i5,Windows 11 Home,512,16,0,54990
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,77990
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,54990
SAMSUNG,Core i7,Windows 11 Home,512,16,0,124990
GIGABYTE,Core i5,Windows 11 Home,512,16,0,72990
HP,Core i5,Windows 11 Home,512,16,0,66990
HP,Core i5,Windows 11 Home,512,8,0,53990
WINGS,Core i3,Windows 11 Home,512,8,0,25990
HP,Core i5,Windows 11 Home,512,16,0,74900
Infinix,Celeron Quad Core,Windows 11 Home,128,4,0,20990
ASUS,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,53890
HP,Core i3,Windows 11 Home,512,8,0,37990
HP,Core i7,Windows 11 Home,512,16,1,85999
HP,Core i5,Windows 11 Home,512,8,0,46990
HP,Core i5,Windows 11 Home,512,16,0,53990
Lenovo,Core i5,Windows 11 Home,512,8,0,47990
GIGABYTE,Core i5,Windows 11 Home,512,8,0,57990
HP,Core i3,Windows 11 Home,512,8,0,37990
HP,Core i5,Windows 11 Home,512,16,1,78468
Infinix,Core i3,Windows 11 Home,256,8,0,37999
HP,Core i5,Windows 11 Home,512,16,1,99999
HP,Core i7,Windows 11 Home,1000,16,1,138490
HP,Core i5,Windows 11 Home,512,8,0,46990
HP,Core i5,Windows 11 Home,512,16,0,53990
Lenovo,Core i3,Windows 11 Home,512,8,1,44400
HP,Core i5,Windows 11 Home,1000,16,0,66999
HP,Core i5,Windows 11 Home,512,8,0,49990
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,67990
Lenovo,Core i5,Windows 11 Home,512,8,1,46980
Acer,Core i3,Windows 11 Home,512,8,0,36990
HP,Athlon Dual Core,Windows 11 Home,256,8,1,24399
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,77990
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,54990
MSI,Core i7,Windows 11 Home,1000,32,1,159990
ASUS,Core i3,Windows 11 Home,2000,8,0,32500
HP,Core i5,Windows 11 Home,512,16,0,66990
HP,Core i5,Windows 11 Home,512,8,0,53990
Infinix,Core i5,Windows 11 Home,512,8,0,29990
Acer,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,77790
HP,Ryzen 7 Octa Core,Windows 11 Home,512,8,1,61400
Infinix,Core i7,Windows 11 Home,512,16,0,54990
HP,Core i3,Windows 11 Home,512,8,0,38990
HP,Core i3,Windows 11 Home,512,8,0,37990
HP,Core i3,Windows 11 Pro,512,8,1,34490
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,63990
HP,Core i5,Windows 11 Home,512,8,0,46990
HP,Core i5,Windows 11 Home,512,16,0,53990
MICROSOFT,Core i5,Windows 11 Home,256,8,1,113990
HP,Core i5,Windows 11 Home,512,16,0,68400
HP,Core i5,Windows 11 Home,512,8,0,60490
HP,Core i5,Windows 11 Home,1000,16,0,66999
HP,Core i5,Windows 11 Home,512,8,0,49990
Lenovo,Core i5,Windows 11 Home,512,16,0,69990
DELL,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,93831
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,77990
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,54990
MSI,Core i7,Windows 11 Home,1000,32,1,159990
DELL,Pentium Silver,Windows 11 Home,256,8,0,32990
HP,Core i3,Windows 11 Home,512,8,1,38500
Infinix,Core i5,Windows 11 Home,512,8,0,29990
HP,Core i5,Windows 11 Home,512,16,0,66990
HP,Core i5,Windows 11 Home,512,8,0,53990
HP,Core i5,Windows 11 Home,512,8,0,57990
DELL,Core i5,Windows 10 Home,256,8,1,70290
HP,Core i3,Windows 11 Home,512,8,0,38990
HP,Core i3,Windows 11 Home,512,8,0,37990
ASUS,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,58990
SAMSUNG,Core i7,Windows 11 Home,1000,16,1,133990
ASUS,Ryzen 5,Windows 11 Home,512,16,1,60943
ASUS,Celeron Dual Core,Chrome,64,4,1,25751
HP,Core i5,Windows 11 Home,512,8,0,46990
HP,Core i5,Windows 11 Home,512,16,0,53990
Acer,Core i5,Windows 11 Home,512,8,0,54990
HP,Core i3,Windows 11 Home,512,8,0,45899
HP,Core i5,Windows 11 Home,512,8,0,46990
Acer,Ryzen 5 Hexa Core,Windows 11 Home,512,8,0,47990
Acer,Core i5,Windows 11 Home,512,8,0,69990
HP,Core i3,Windows 11 Home,512,8,0,38990
HP,Core i5,Windows 11 Home,512,16,0,53990
HP,Ryzen 3 Quad Core,Windows 11 Home,512,8,0,36990
ASUS,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,69990
HP,Ryzen 5 Quad Core,Windows 11 Home,512,8,1,41000
HP,Core i5,Windows 11 Home,512,8,0,49990
ASUS,Core i5,Windows 11 Home,1000,8,1,55990
ASUS,Core i7,Windows 11 Home,512,16,0,59990
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,77990
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,54990
DELL,Core i5,Ubuntu,512,8,1,44490
Infinix,Celeron Quad Core,Windows 11 Home,128,4,0,20990
Lenovo,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,113990
ASUS,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,71000
HP,Core i5,Windows 11 Home,512,16,0,66990
HP,Core i5,Windows 11 Home,512,8,0,53990
DELL,Core i5,Windows 11 Home,512,16,0,89649
Acer,Ryzen 5 Hexa Core,Windows 11 Home,512,8,0,47750
HP,Core i3,Windows 11 Home,512,8,0,38990
HP,Core i3,Windows 11 Home,512,8,0,37990
ASUS,Ryzen 5,Windows 11 Home,1000,16,1,65391
DELL,Core i3,Windows 10 Pro,256,8,1,35990
DELL,Ryzen 3 Quad Core,Windows 11 Home,512,8,0,38198
DELL,Core i7,Windows 11 Home,1000,32,0,237890
HP,Core i5,Windows 11 Home,512,8,0,46990
HP,Core i5,Windows 11 Home,512,16,0,53990
MSI,Core i9,Windows 11 Home,4000,64,0,370890
HP,Core i3,Windows 11 Home,256,8,0,36690
HP,Core i5,Windows 11 Home,1000,16,0,66999
HP,Core i5,Windows 11 Home,512,8,0,49990
Lenovo,Core i7,Windows 11 Home,512,16,1,59390
Acer,Core i5,Windows 10 Home,1000,8,0,45991
DELL,Core i7,Windows 11 Home,512,16,1,128990
MSI,Core i7,Windows 11 Home,2000,16,0,96867
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,77990
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,54990
HP,Core i7,Windows 11 Home,1000,16,1,116390
ASUS,Celeron Dual Core,Windows 11 Home,512,8,0,27990
HP,Core i5,Windows 11 Home,512,16,0,66990
HP,Core i5,Windows 11 Home,512,8,0,53990
Apple,M1 Max,Mac OS Monterey,1000,32,0,309490
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,64990
GIGABYTE,Core i7,Windows 11 Pro,1000,16,0,148990
HP,Core i7,Windows 11 Home,512,16,1,81990
HP,Core i3,Windows 11 Home,512,8,0,38990
HP,Core i3,Windows 11 Home,512,8,0,37990
ASUS,Core i5,Windows 11 Home,512,16,0,58800
HP,Core i5,Windows 11 Home,512,16,0,62990
HP,Core i5,Windows 11 Home,512,8,0,46990
HP,Core i5,Windows 11 Home,512,16,0,53990
Apple,M2 Max,macOS Ventura,1000,32,0,290990
DELL,Core i5,Windows 11 Home,512,8,0,49999
DELL,Core i5,Windows 10,512,8,0,59590
HP,Core i5,Windows 11 Home,1000,16,0,66999
Lenovo,Core i5,Windows 10 Home,1000,16,0,58890
Lenovo,Ryzen 7 Octa Core,Windows 11 Home,1000,16,0,104990
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,77990
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,54990
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,8,1,50990
ASUS,Ryzen 5 Quad Core,Windows 11 Home,2000,16,0,52990
ASUS,Core i5,Windows 11 Home,512,16,1,90990
Lenovo,Core i3,Windows 11 Home,512,8,0,35880
HP,Core i5,Windows 11 Home,512,8,0,53990
HP,Core i7,Windows 11 Home,512,16,1,81990
Acer,Core i3,Windows 11 Home,256,4,0,29500
HP,Core i5,Windows 11 Home,512,8,0,46990
HP,Core i5,Windows 11 Home,1000,16,0,66999
DELL,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,49500
ASUS,Core i5,Windows 11 Home,512,16,0,82990
HP,Ryzen 3 Dual Core,DOS,512,8,0,23990
HP,Core i5,Windows 11 Home,1000,8,0,66247
HP,Core i5,Windows 11 Home,512,16,0,66990
HP,Core i3,Windows 11 Home,512,8,0,38990
DELL,Core i5,Windows 11 Home,512,8,0,63990
MSI,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,74990
HP,Core i3,Windows 11 Home,512,8,0,37990
HP,Core i5,Windows 11 Home,512,16,0,53990
Lenovo,Core i5,Windows 11 Pro,2000,16,0,59990
MICROSOFT,Core i5,Windows 11 Home,256,8,1,113990
DELL,Ryzen 5 Hexa Core,Windows 11 Home,512,8,0,39990
ASUS,Core i7,Windows 11 Home,1000,16,0,87990
HP,Core i5,Windows 11 Home,512,8,0,49990
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,54990
Lenovo,Core i7,Windows 11 Home,512,16,0,100190
Acer,Core i3,Windows 10 Home,256,4,0,31990
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,77990
HP,Core i5,Windows 11 Home,512,8,0,53990
Lenovo,Core i5,Windows 10,256,8,1,41000
Acer,Core i3,Windows 10 Home,256,4,0,31990
HP,Ryzen 5 Hexa Core,Windows 10 Home,512,16,0,48400
DELL,Core i7,Windows 11 Pro,512,16,0,99990
Lenovo,Core i5,Windows 11 Home,512,16,0,64990
Lenovo,Core i5,Windows 11 Home,512,16,0,90990
HP,Ryzen 3 Quad Core,Windows 11 Home,512,8,0,37750
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,94990
HP,Core i3,Windows 11 Home,512,8,0,38990
HP,Core i3,Windows 11 Home,512,8,0,37990
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,1,74990
DELL,Core i7,Windows 11 Home,512,16,0,109990
Lenovo,Core i5,Windows 11 Home,512,16,1,48990
ASUS,Pentium Silver,Windows 11 Home,256,4,0,26890
HP,Core i5,Windows 11 Home,512,8,0,46990
HP,Core i5,Windows 11 Home,512,16,0,53990
HP,Core i3,Windows 11 Home,512,8,0,44300
HP,Ryzen 5 Hexa Core,Windows 10 Home,512,8,0,56999
HP,Core i5,Windows 11 Home,512,8,0,49990
HP,Core i5,Windows 11 Home,1000,16,0,66999
DELL,Core i5,Windows 11 Home,512,8,0,48583
Lenovo,Core i7,Windows 10,512,16,1,110790
MSI,Core i5,Windows 11 Home,4000,8,0,48990
HP,Core i5,Windows 11 Home,512,8,0,49990
HP,Core i5,Windows 11 Home,512,16,0,53990
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,62990
Acer,Core i5,Windows 11 Home,512,8,0,46990
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,54990
ASUS,Core i7,Windows 11 Home,1000,16,1,137890
DELL,Core i5,Windows 11 Home,512,8,0,50900
ASUS,Core i3,Windows 11 Home,256,8,0,39500
HP,Core i5,Windows 11 Home,1000,16,0,66999
HP,Core i5,Windows 11 Home,512,16,0,66990
Lenovo,Core i5,Windows 11 Home,512,16,0,52990
HP,Core i3,Windows 11 Home,512,8,0,37990
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,77990
ASUS,Ryzen 9 Octa Core,Windows 11 Home,2000,32,0,361990
Lenovo,Core i5,Windows 11 Home,512,16,0,64990
HP,Core i5,Windows 11 Home,512,8,0,60490
HP,Core i5,Windows 10 Pro,512,8,1,74419
HP,Core i5,Windows 11 Home,512,16,1,64500
HP,Core i3,Windows 11 Home,512,8,0,38990
HP,Core i3,Windows 11 Home,512,8,0,37990
HP,Ryzen 3 Quad Core,Windows 11 Home,512,8,0,37750
ASUS,Core i5,Windows 11 Home,512,16,1,74000
ASUS,Core i5,Windows 10 Home,512,8,0,54990
DELL,Core i3,Windows 11 Home,1000,8,0,46890
HP,Core i5,Windows 11 Home,512,8,0,46990
Acer,Core i3,Windows 10 Home,256,4,0,31990
HP,Ryzen 5 Hexa Core,Windows 10 Home,512,16,0,48400
HP,Core i5,Windows 11 Home,1000,16,0,66999
HP,Core i5,Windows 11 Home,512,8,0,49990
DELL,Core i7,Windows 11 Pro,512,16,0,99990
Lenovo,Core i5,Windows 10,256,8,1,41000
ASUS,Pentium Silver,Windows 11 Home,256,4,0,26890
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,1,74990
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,77990
DELL,Core i7,Windows 11 Home,512,16,0,109990
Lenovo,Core i5,Windows 11 Home,512,16,1,48990
HP,Core i5,Windows 11 Home,512,16,0,66990
HP,Core i5,Windows 11 Home,512,8,0,53990
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,94990
HP,Core i3,Windows 11 Home,512,8,0,44300
MSI,Core i3,Windows 11 Home,512,8,0,41990
HP,Core i7,Windows 11 Home,512,16,0,91731
HP,Core i3,Windows 11 Home,512,8,0,38990
HP,Core i3,Windows 11 Home,512,8,0,37990
ASUS,Core i7,Windows 11 Home,512,16,0,97990
HP,Ryzen 5 Hexa Core,Windows 10 Home,512,8,0,58900
HP,Core i5,Windows 11 Home,512,8,0,46990
HP,Core i5,Windows 11 Home,512,16,0,53990
ASUS,Core i7,Windows 11 Home,512,16,1,97289
HP,Core i3,Windows 11 Home,512,8,1,36490
HP,Ryzen 5 Hexa Core,Windows 10 Home,512,16,0,48400
Apple,M3 Pro,macOS Sonoma,1000,18,0,239900
HP,Core i5,Windows 11 Home,1000,16,0,66999
HP,Core i5,Windows 11 Home,512,8,0,49990
HP,Core i5,Windows 11 Home,512,8,0,70890
ASUS,Core i5,Windows 10 Home,512,8,0,54990
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,77990
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,54990
Lenovo,Core i3,Windows 11 Home,256,8,0,34490
HP,Core i7,Windows 11 Home,512,16,0,131680
Lenovo,Core i5,Windows 10,256,8,1,41000
MSI,Core i5,Windows 11 Home,2000,8,0,72990
HP,Core i5,Windows 11 Home,512,16,0,66990
HP,Core i5,Windows 11 Home,512,8,0,53990
HP,Ryzen 5 Quad Core,Windows 11 Home,512,16,0,50090
HP,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,62690
HP,Core i3,Windows 11 Home,512,8,0,37990
HP,Core i5,Windows 11 Home,512,8,0,46990
HP,Core i3,Windows 11 Home,512,8,0,38490
HP,Core i7,Windows 11 Home,1000,16,0,99850
HP,Core i5,Windows 10 Home,256,8,0,64391
Acer,Core i7,Windows 11 Home,1000,16,0,137999
HP,Core i3,Windows 11 Home,512,8,0,38990
HP,Core i5,Windows 11 Home,512,16,0,53990
ASUS,Core i3,Windows 10 Home,512,4,0,42500
HP,Core i3,Windows 10 Home,512,4,0,31000
HP,Core i5,Windows 11 Home,512,8,0,49990
Acer,Core i3,Windows 11 Home,256,8,1,31990
ASUS,Core i3,Windows 11 Home,512,8,1,32490
SAMSUNG,Core i7,Windows 11 Home,1000,16,0,140990
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,77990
HP,Core i5,Windows 11 Home,512,16,0,66990
HP,Core i5,Windows 11 Home,512,8,0,53990
ZEBRONICS,Core i7,Windows 11 Home,512,16,0,50990
LG,Core i5,Windows 11 Home,512,8,0,64762
CHUWI,Celeron Quad Core,Windows 11 Home,256,8,0,21990
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,70990
HP,Core i3,Windows 11 Home,512,8,0,38990
HP,Core i3,Windows 11 Home,512,8,0,37990
DELL,Core i5,Windows 11 Home,512,8,1,49950
HP,Core i5,Windows 11 Home,512,8,0,46990
HP,Core i5,Windows 11 Home,512,16,0,53990
ASUS,Core i7,Windows 11 Home,512,16,0,97990
Apple,M1 Pro,Mac OS Monterey,1000,16,0,239900
DELL,Core i3,Windows 11 Home,256,8,0,38790
HP,Core i5,Windows 11 Home,1000,16,0,66999
HP,Core i5,Windows 11 Home,512,8,0,49990
ASUS,Core i5,Windows 11 Home,512,16,0,85800
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,77990
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,54990
DELL,Core i5,Windows 10 Home,1000,8,0,52199
HP,Core i3,Windows 10 Home,512,8,0,40500
Lenovo,Ryzen 7 Octa Core,Windows 11 Home,1000,16,1,85751
HP,Core i3,Windows 11 Home,512,8,0,38990
HP,Core i3,Windows 11 Home,512,8,0,37990
MSI,Core i7,Windows 11 Home,512,8,0,60990
LG,Core i5,Windows 11 Home,512,8,0,64762
HP,Core i5,Windows 11 Home,512,8,0,46990
HP,Core i5,Windows 11 Home,512,16,0,53990
DELL,Core i5,Windows 10,512,8,1,76990
ASUS,Ryzen 5 Quad Core,Windows 11 Home,512,16,1,51990
Apple,Core i5,Mac OS Mojave,512,8,0,162990
HP,Celeron Dual Core,Windows 11 Home,512,8,0,31964
HP,Core i5,Windows 11 Home,1000,16,0,66999
HP,Core i5,Windows 11 Home,512,8,0,49990
ASUS,Core i7,Windows 10 Pro,1000,16,0,152711
ASUS,Core i5,Windows 11 Home,512,16,1,64200
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,77990
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,54990
ASUS,Ryzen 5 Quad Core,Windows 11 Home,512,16,1,56990
ASUS,Ryzen 7 Quad Core,Windows 11 Home,512,16,1,68200
ASUS,Core i5,Windows 10 Home,1000,8,0,79800
HP,Core i5,Windows 11 Home,512,16,0,66990
HP,Core i5,Windows 11 Home,512,8,0,53990
MICROSOFT,Core i5,Windows 11 Home,256,16,1,99990
Lenovo,Core i5,Windows 11 Home,512,8,1,44356
HP,Core i3,Windows 11 Home,512,8,0,37990
HP,Core i5,Windows 11 Home,512,8,0,46990
Lenovo,Core i5,Windows 11 Home,512,16,0,74990
DELL,Core i3,Windows 11 Home,512,8,1,53999
DELL,Core i5,Windows 10,512,16,0,62500
HP,Core i7,Windows 10 Home,512,16,1,220579
HP,Core i3,Windows 11 Home,512,8,0,38990
HP,Core i5,Windows 11 Home,512,16,0,53990
DELL,Pentium Silver,Windows 11 Home,256,8,0,32990
ASUS,Core i5,Windows 11 Home,512,16,0,76990
HP,Core i5,Windows 11 Home,1000,16,0,66999
HP,Core i5,Windows 11 Home,512,8,0,49990
ZEBRONICS,Core i7,Windows 11 Home,512,16,0,50990
DELL,Ryzen 5 Quad Core,Windows 11 Home,1000,8,0,49490
ASUS,Ryzen 5 Quad Core,Windows 11 Home,512,16,1,57754
HP,Ryzen 5 Dual Core,Windows 11 Home,512,8,0,32890
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,77990
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,54990
ASUS,Ryzen 9 16 Core,Windows 11 Home,2000,32,0,349990
HP,Core i5,Windows 11 Home,512,16,0,66990
ASUS,Core i5,Windows 10 Home,512,8,0,67500
HP,Core i5,Windows 11 Home,512,8,0,68800
SAMSUNG,Core i5,Windows 11 Home,512,16,0,64990
HP,Athlon Dual Core,DOS,256,4,0,19299
HP,Core i5,Windows 11 Home,512,8,0,53990
HP,Ryzen 3 Dual Core,DOS,512,8,0,23999
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,8,0,54990
HP,Core i5,Windows 11 Home,512,8,0,49990
HP,Core i5,Windows 11 Home,512,8,0,46990
HP,Core i5,Windows 11 Home,512,16,0,54990
GIGABYTE,Core i5,Windows 11 Home,512,16,0,62990
Infinix,Celeron Quad Core,Windows 11 Home,512,8,0,23990
ASUS,Core i5,Windows 11 Home,512,8,0,47990
HP,Core i5,Windows 11 Home,512,8,0,57680
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,54990
HP,Core i3,Windows 11 Home,512,8,0,37990
HP,Core i5,Windows 11 Home,512,8,0,57990
HP,Core i3,Windows 11 Home,512,8,0,38990
Lenovo,Celeron Dual Core,Chrome,64,4,0,15990
HP,Core i5,Windows 11 Home,512,8,0,49990
ASUS,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,77990
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,54990
HP,Core i5,Windows 11 Home,512,16,0,94990
HP,Core i3,Windows 11 Home,512,8,0,38990
ASUS,Core i5,Windows 11 Home,512,16,1,61500
HP,Core i3,Windows 11 Home,512,8,0,38990
Infinix,Core i7,Windows 11 Home,512,16,0,48990
HP,Core i7,Windows 11 Home,1000,16,1,141899
HP,Core i3,Windows 11 Home,512,8,0,37990
HP,Core i5,Windows 11 Home,1000,16,0,66999
MSI,Core i5,Windows 11 Home,2000,8,0,72990
HP,Core i5,Windows 11 Home,512,8,0,49990
HP,Core i5,Windows 11 Home,512,16,0,66990
HP,Core i7,Windows 11 Home,1000,16,0,78100
HP,Core i5,Windows 11 Home,512,8,0,46990
HP,Ryzen 7 Octa Core,Windows 11 Home,512,16,0,88149
DELL,Core i5,Windows 11 Home,512,16,0,36607
HP,Ryzen 5 Quad Core,Windows 10 Home,512,8,0,24831
HP,Core i5,Windows 11 Home,512,8,0,59899
Acer,Ryzen 5 Hexa Core,Windows 11 Home,512,8,0,67000
HP,Core i5,Windows 11 Home,512,16,0,53990
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,54990
HP,Core i5,Windows 11 Home,1000,16,0,66999
DELL,Core i3,Windows 11 Home,512,8,0,39490
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,16,0,54990
HP,Core i3,Windows 11 Home,512,8,1,44400
DELL,Core i3,Windows 11 Home,512,8,1,38490
HP,Ryzen 5 Hexa Core,Windows 11 Home,512,8,0,42990
DELL,Core i3,Windows 11 Home,1000,8,1,60490
MSI,Core i7,Windows 11 Home,4000,16,0,88990
Infinix,Core i5,Windows 11 Home,512,8,0,37990
HP,Ryzen 5 Hexa Core,Windows 10 Home,512,16,0,70500
